PlantNum,WTM_X,WTM_Y,AY,Course,Density,Bed,PlotID,Row,RowID,OldLocFt,NewLoc,NewLocFt,NewLocIn,NewLocDecFt,NewLocM,PlotLen,PlotLenFt,PlotLenIn,PlotLenDecFt,PlotLen_m,RelativePos,FrontX_WTM,BackX_WTM,FrontY_WTM,BackY_WTM
402,556103.6148,405081.5232,0,4,Low,7,L-417,1,L-417-1,,0'8,0,8,0.6667,0.2032,20'4,20,4,20.3333,6.1976,0.032786885,556103.6149,556103.6124,405081.3216,405087.4718
403,556104.1363,405082.074,1,4,Low,7,L-417,2,L-417-2,,2'6,2,6,2.5,0.762,20'5,20,5,20.4167,6.223,0.12244898,556104.1415,556104.0989,405081.3212,405087.4689
404,556104.1279,405083.2784,1,4,Low,7,L-417,2,L-417-2,,6'6,6,6,6.5,1.9812,20'5,20,5,20.4167,6.223,0.318367347,556104.1415,556104.0989,405081.3212,405087.4689
405,556104.1262,405083.5294,0,4,Low,7,L-417,2,L-417-2,,7'4,7,4,7.3333,2.2352,20'5,20,5,20.4167,6.223,0.359183673,556104.1415,556104.0989,405081.3212,405087.4689
406,556104.1135,405085.3611,1,4,Low,7,L-417,2,L-417-2,,13'5,13,5,13.4167,4.0894,20'5,20,5,20.4167,6.223,0.657142857,556104.1415,556104.0989,405081.3212,405087.4689
407,556104.6389,405083.6283,1,4,Low,7,L-417,3,L-417-3,,7'9,7,9,7.75,2.3622,20'6,20,6,20.5,6.2484,0.37804878,556104.7025,556104.5343,405081.2965,405087.4646
408,556104.6375,405083.6785,0,4,Low,7,L-417,3,L-417-3,,7'11,7,11,7.9167,2.413,20'6,20,6,20.5,6.2484,0.386178862,556104.7025,556104.5343,405081.2965,405087.4646
409,556104.6191,405084.3555,1,4,Low,7,L-417,3,L-417-3,,10'2,10,2,10.1667,3.0988,20'6,20,6,20.5,6.2484,0.495934959,556104.7025,556104.5343,405081.2965,405087.4646
410,556104.6075,405084.7817,1,4,Low,7,L-417,3,L-417-3,,11'7,11,7,11.5833,3.5306,20'6,20,6,20.5,6.2484,0.56504065,556104.7025,556104.5343,405081.2965,405087.4646
411,556104.5849,405085.6092,0,4,Low,7,L-417,3,L-417-3,,14'4,14,4,14.3333,4.3688,20'6,20,6,20.5,6.2484,0.699186992,556104.7025,556104.5343,405081.2965,405087.4646
412,556104.5726,405086.0605,0,4,Low,7,L-417,3,L-417-3,,15'10,15,10,15.8333,4.826,20'6,20,6,20.5,6.2484,0.772357724,556104.7025,556104.5343,405081.2965,405087.4646
413,556104.5644,405086.3614,0,4,Low,7,L-417,3,L-417-3,,16'10,16,10,16.8333,5.1308,20'6,20,6,20.5,6.2484,0.821138211,556104.7025,556104.5343,405081.2965,405087.4646
414,556083.5056,405082.9248,1,4,Low,6,L-406,1,L-406-1,,4'6,4,6,4.5,1.3716,20'2,20,2,20.1667,6.1468,0.223140496,556083.5021,556083.5177,405081.5413,405087.7415
415,556083.5139,405086.2299,1,4,Low,6,L-406,1,L-406-1,,15'3,15,3,15.25,4.6482,20'2,20,2,20.1667,6.1468,0.756198347,556083.5021,556083.5177,405081.5413,405087.7415
416,556083.5149,405086.6142,1,4,Low,6,L-406,1,L-406-1,,16'6,16,6,16.5,5.0292,20'2,20,2,20.1667,6.1468,0.818181818,556083.5021,556083.5177,405081.5413,405087.7415
417,556084.5178,405084.6691,0,4,Low,6,L-406,3,L-406-3,,10'4,10,4,10.3333,3.1496,20'3,20,3,20.25,6.1722,0.510288066,556084.549,556084.4878,405081.5015,405087.709
418,556059.7665,405083.0586,1,4,High,1,H-411,1,H-411-1,,4'6,4,6,4.5,1.3716,21'0,21,0,21,6.4008,0.214285714,556059.7896,556059.682,405081.698,405088.0475
419,556059.7589,405083.5121,1,4,High,1,H-411,1,H-411-1,,6'0,6,0,6,1.8288,21'0,21,0,21,6.4008,0.285714286,556059.7896,556059.682,405081.698,405088.0475
420,556059.7367,405084.8224,1,4,High,1,H-411,1,H-411-1,,10'4,10,4,10.3333,3.1496,21'0,21,0,21,6.4008,0.492063492,556059.7896,556059.682,405081.698,405088.0475
421,556059.6905,405087.5436,0,4,High,1,H-411,1,H-411-1,,19'4,19,4,19.3333,5.8928,21'0,21,0,21,6.4008,0.920634921,556059.7896,556059.682,405081.698,405088.0475
422,556059.6846,405087.8963,1,4,High,1,H-411,1,H-411-1,,20'6,20,6,20.5,6.2484,21'0,21,0,21,6.4008,0.976190476,556059.7896,556059.682,405081.698,405088.0475
423,556059.6829,405087.9971,0,4,High,1,H-411,1,H-411-1,,20'10,20,10,20.8333,6.35,21'0,21,0,21,6.4008,0.992063492,556059.7896,556059.682,405081.698,405088.0475
424,556060.2667,405083.0886,1,4,High,1,H-411,2,H-411-2,,4'7,4,7,4.5833,1.397,21'0,21,0,21,6.4008,0.218253968,556060.2858,556060.1983,405081.7074,405088.0358
425,556060.266,405083.1388,1,4,High,1,H-411,2,H-411-2,,4'9,4,9,4.75,1.4478,21'0,21,0,21,6.4008,0.226190476,556060.2858,556060.1983,405081.7074,405088.0358
426,556060.2452,405084.6456,1,4,High,1,H-411,2,H-411-2,,9'9,9,9,9.75,2.9718,21'0,21,0,21,6.4008,0.464285714,556060.2858,556060.1983,405081.7074,405088.0358
427,556060.2407,405084.9721,1,4,High,1,H-411,2,H-411-2,,10'10,10,10,10.8333,3.302,21'0,21,0,21,6.4008,0.515873016,556060.2858,556060.1983,405081.7074,405088.0358
428,556060.2389,405085.0976,1,4,High,1,H-411,2,H-411-2,,11'3,11,3,11.25,3.429,21'0,21,0,21,6.4008,0.535714286,556060.2858,556060.1983,405081.7074,405088.0358
429,556060.2372,405085.2232,1,4,High,1,H-411,2,H-411-2,,11'8,11,8,11.6667,3.556,21'0,21,0,21,6.4008,0.555555556,556060.2858,556060.1983,405081.7074,405088.0358
430,556060.7872,405082.4138,0,4,High,1,H-411,3,H-411-3,,2'5,2,5,2.4167,0.7366,21'4,21,4,21.3333,6.5024,0.11328125,556060.7932,556060.7406,405081.6935,405088.0521
431,556060.7846,405082.7367,1,4,High,1,H-411,3,H-411-3,,3'6,3,6,3.5,1.0668,21'4,21,4,21.3333,6.5024,0.1640625,556060.7932,556060.7406,405081.6935,405088.0521
432,556060.7823,405083.0099,1,4,High,1,H-411,3,H-411-3,,4'5,4,5,4.4167,1.3462,21'4,21,4,21.3333,6.5024,0.20703125,556060.7932,556060.7406,405081.6935,405088.0521
433,556060.7803,405083.2583,1,4,High,1,H-411,3,H-411-3,,5'3,5,3,5.25,1.6002,21'4,21,4,21.3333,6.5024,0.24609375,556060.7932,556060.7406,405081.6935,405088.0521
434,556060.7675,405084.7983,1,4,High,1,H-411,3,H-411-3,,10'5,10,5,10.4167,3.175,21'4,21,4,21.3333,6.5024,0.48828125,556060.7932,556060.7406,405081.6935,405088.0521
435,556060.7544,405086.3879,1,4,High,1,H-411,3,H-411-3,,15'9,15,9,15.75,4.8006,21'4,21,4,21.3333,6.5024,0.73828125,556060.7932,556060.7406,405081.6935,405088.0521
436,556048.7374,405084.2557,0,4,High,5,H-405,1,H-405-1,,8'0,8,0,8,2.4384,21'3,21,3,21.25,6.477,0.376470588,556048.733,556048.7447,405081.814,405088.2997
437,556048.74,405085.68,0,4,High,5,H-405,1,H-405-1,,12'8,12,8,12.6667,3.8608,21'3,21,3,21.25,6.477,0.596078431,556048.733,556048.7447,405081.814,405088.2997
438,556048.7402,405085.8326,0,4,High,5,H-405,1,H-405-1,,13'2,13,2,13.1667,4.0132,21'3,21,3,21.25,6.477,0.619607843,556048.733,556048.7447,405081.814,405088.2997
439,556049.2797,405082.1376,0,4,High,5,H-405,2,H-405-2,,1'1,1,1,1.0833,0.3302,21'2,21,2,21.1667,6.4516,0.051181102,556049.2796,556049.2825,405081.806,405088.2849
440,556049.2803,405083.413,1,4,High,5,H-405,2,H-405-2,,5'3,5,3,5.25,1.6002,21'2,21,2,21.1667,6.4516,0.248031496,556049.2796,556049.2825,405081.806,405088.2849
441,556049.2808,405084.4333,0,4,High,5,H-405,2,H-405-2,,8'7,8,7,8.5833,2.6162,21'2,21,2,21.1667,6.4516,0.405511811,556049.2796,556049.2825,405081.806,405088.2849
442,556049.2811,405085.224,1,4,High,5,H-405,2,H-405-2,,11'2,11,2,11.1667,3.4036,21'2,21,2,21.1667,6.4516,0.527559055,556049.2796,556049.2825,405081.806,405088.2849
443,556049.2812,405085.275,1,4,High,5,H-405,2,H-405-2,,11'4,11,4,11.3333,3.4544,21'2,21,2,21.1667,6.4516,0.535433071,556049.2796,556049.2825,405081.806,405088.2849
444,556049.8028,405084.319,1,4,High,5,H-405,3,H-405-3,,8'3,8,3,8.25,2.5146,21'3,21,3,21.25,6.477,0.388235294,556049.8181,556049.7787,405081.8089,405088.2743
445,556049.8023,405084.3951,0,4,High,5,H-405,3,H-405-3,,8'6,8,6,8.5,2.5908,21'3,21,3,21.25,6.477,0.4,556049.8181,556049.7787,405081.8089,405088.2743
446,556049.7942,405085.7388,1,4,High,5,H-405,3,H-405-3,,12'11,12,11,12.9167,3.937,21'3,21,3,21.25,6.477,0.607843137,556049.8181,556049.7787,405081.8089,405088.2743
447,556049.7844,405087.3362,1,4,High,5,H-405,3,H-405-3,,18'2,18,2,18.1667,5.5372,21'3,21,3,21.25,6.477,0.854901961,556049.8181,556049.7787,405081.8089,405088.2743
448,556050.5667,405092.3849,1,3,High,6,H-306,1,H-306-1,,2'6,2,6,2.5,0.762,20'7,20,7,20.5833,6.2738,0.12145749,556050.5693,556050.5479,405091.6253,405097.8797
449,556050.5663,405092.5116,0,3,High,6,H-306,1,H-306-1,,2'11,2,11,2.9167,0.889,20'7,20,7,20.5833,6.2738,0.141700405,556050.5693,556050.5479,405091.6253,405097.8797
450,556050.5633,405093.3725,0,3,High,6,H-306,1,H-306-1,,5'9,5,9,5.75,1.7526,20'7,20,7,20.5833,6.2738,0.279352227,556050.5693,556050.5479,405091.6253,405097.8797
451,556050.5631,405093.4231,1,3,High,6,H-306,1,H-306-1,,5'11,5,11,5.9167,1.8034,20'7,20,7,20.5833,6.2738,0.287449393,556050.5693,556050.5479,405091.6253,405097.8797
452,556050.559,405094.6386,1,3,High,6,H-306,1,H-306-1,,9'11,9,11,9.9167,3.0226,20'7,20,7,20.5833,6.2738,0.481781377,556050.5693,556050.5479,405091.6253,405097.8797
453,556050.5577,405095.0184,1,3,High,6,H-306,1,H-306-1,,11'2,11,2,11.1667,3.4036,20'7,20,7,20.5833,6.2738,0.542510121,556050.5693,556050.5479,405091.6253,405097.8797
454,556050.5564,405095.3982,0,3,High,6,H-306,1,H-306-1,,12'5,12,5,12.4167,3.7846,20'7,20,7,20.5833,6.2738,0.603238866,556050.5693,556050.5479,405091.6253,405097.8797
455,556050.5561,405095.4742,0,3,High,6,H-306,1,H-306-1,,12'8,12,8,12.6667,3.8608,20'7,20,7,20.5833,6.2738,0.615384615,556050.5693,556050.5479,405091.6253,405097.8797
456,556051.1328,405091.7163,1,3,High,6,H-306,2,H-306-2,,0'4,0,4,0.3333,0.1016,20'7,20,7,20.5833,6.2738,0.016194332,556051.1335,556051.0873,405091.615,405097.8726
457,556051.1266,405092.5524,1,3,High,6,H-306,2,H-306-2,,3'1,3,1,3.0833,0.9398,20'7,20,7,20.5833,6.2738,0.149797571,556051.1335,556051.0873,405091.615,405097.8726
458,556051.1118,405094.5538,0,3,High,6,H-306,2,H-306-2,,9'8,9,8,9.6667,2.9464,20'7,20,7,20.5833,6.2738,0.469635628,556051.1335,556051.0873,405091.615,405097.8726
459,556051.1008,405096.0485,0,3,High,6,H-306,2,H-306-2,,14'7,14,7,14.5833,4.445,20'7,20,7,20.5833,6.2738,0.708502024,556051.1335,556051.0873,405091.615,405097.8726
460,556051.0978,405096.4539,0,3,High,6,H-306,2,H-306-2,,15'11,15,11,15.9167,4.8514,20'7,20,7,20.5833,6.2738,0.773279352,556051.1335,556051.0873,405091.615,405097.8726
461,556051.0942,405096.9352,1,3,High,6,H-306,2,H-306-2,,17'6,17,6,17.5,5.334,20'7,20,7,20.5833,6.2738,0.850202429,556051.1335,556051.0873,405091.615,405097.8726
462,556051.658,405092.0804,1,3,High,6,H-306,3,H-306-3,,1'6,1,6,1.5,0.4572,20'7,20,7,20.5833,6.2738,0.072874494,556051.6608,556051.6218,405091.6257,405097.8656
463,556051.657,405092.232,0,3,High,6,H-306,3,H-306-3,,2'0,2,0,2,0.6096,20'7,20,7,20.5833,6.2738,0.097165992,556051.6608,556051.6218,405091.6257,405097.8656
464,556051.6559,405092.4088,0,3,High,6,H-306,3,H-306-3,,2'7,2,7,2.5833,0.7874,20'7,20,7,20.5833,6.2738,0.125506073,556051.6608,556051.6218,405091.6257,405097.8656
465,556051.6543,405092.6615,0,3,High,6,H-306,3,H-306-3,,3'5,3,5,3.4167,1.0414,20'7,20,7,20.5833,6.2738,0.165991903,556051.6608,556051.6218,405091.6257,405097.8656
466,556051.6363,405095.5414,0,3,High,6,H-306,3,H-306-3,,12'11,12,11,12.9167,3.937,20'7,20,7,20.5833,6.2738,0.627530364,556051.6608,556051.6218,405091.6257,405097.8656
467,556051.6335,405095.9962,1,3,High,6,H-306,3,H-306-3,,14'5,14,5,14.4167,4.3942,20'7,20,7,20.5833,6.2738,0.700404858,556051.6608,556051.6218,405091.6257,405097.8656
468,556051.6254,405097.2846,0,3,High,6,H-306,3,H-306-3,,18'8,18,8,18.6667,5.6896,20'7,20,7,20.5833,6.2738,0.906882591,556051.6608,556051.6218,405091.6257,405097.8656
469,556051.6227,405097.714,1,3,High,6,H-306,3,H-306-3,,20'1,20,1,20.0833,6.1214,20'7,20,7,20.5833,6.2738,0.975708502,556051.6608,556051.6218,405091.6257,405097.8656
470,556061.5316,405092.8883,1,3,High,2,H-312,1,H-312-1,,5'0,5,0,5,1.524,21'0,21,0,21,6.4008,0.238095238,556061.5315,556061.532,405091.3809,405097.7121
471,556061.5317,405093.5918,1,3,High,2,H-312,1,H-312-1,,7'4,7,4,7.3333,2.2352,21'0,21,0,21,6.4008,0.349206349,556061.5315,556061.532,405091.3809,405097.7121
472,556061.5319,405096.8579,0,3,High,2,H-312,1,H-312-1,,18'2,18,2,18.1667,5.5372,21'0,21,0,21,6.4008,0.865079365,556061.5315,556061.532,405091.3809,405097.7121
473,556061.9981,405094.8244,1,3,High,2,H-312,2,H-312-2,,11'5,11,5,11.4167,3.4798,21'0,21,0,21,6.4008,0.543650794,556061.9804,556062.0129,405091.3745,405097.7203
474,556062.0119,405097.5188,0,3,High,2,H-312,2,H-312-2,,20'4,20,4,20.3333,6.1976,21'0,21,0,21,6.4008,0.968253968,556061.9804,556062.0129,405091.3745,405097.7203
475,556062.5384,405091.6387,1,3,High,2,H-312,3,H-312-3,,0'10,0,10,0.8333,0.254,21'0,21,0,21,6.4008,0.03968254,556062.5388,556062.5298,405091.3876,405097.7142
476,556062.5351,405093.9986,0,3,High,2,H-312,3,H-312-3,,8'8,8,8,8.6667,2.6416,21'0,21,0,21,6.4008,0.412698413,556062.5388,556062.5298,405091.3876,405097.7142
477,556062.5323,405095.9317,1,3,High,2,H-312,3,H-312-3,,15'1,15,1,15.0833,4.5974,21'0,21,0,21,6.4008,0.718253968,556062.5388,556062.5298,405091.3876,405097.7142
478,556062.5306,405097.1368,1,3,High,2,H-312,3,H-312-3,,19'1,19,1,19.0833,5.8166,21'0,21,0,21,6.4008,0.908730159,556062.5388,556062.5298,405091.3876,405097.7142
479,556081.6399,405095.0862,0,3,Low,5,L-305,1,L-305-1,,12'6,12,6,12.5,3.81,20'6,20,6,20.5,6.2484,0.609756098,556081.6651,556081.6238,405091.299,405097.51
480,556082.1576,405093.6576,1,3,Low,5,L-305,2,L-305-2,,7'9,7,9,7.75,2.3622,20'6,20,6,20.5,6.2484,0.37804878,556082.186,556082.111,405091.3041,405097.5294
481,556082.1552,405093.86,0,3,Low,5,L-305,2,L-305-2,,8'5,8,5,8.4167,2.5654,20'6,20,6,20.5,6.2484,0.410569106,556082.186,556082.111,405091.3041,405097.5294
482,556082.1488,405094.3914,0,3,Low,5,L-305,2,L-305-2,,10'2,10,2,10.1667,3.0988,20'6,20,6,20.5,6.2484,0.495934959,556082.186,556082.111,405091.3041,405097.5294
483,556082.1308,405095.8845,1,3,Low,5,L-305,2,L-305-2,,15'1,15,1,15.0833,4.5974,20'6,20,6,20.5,6.2484,0.735772358,556082.186,556082.111,405091.3041,405097.5294
484,556082.1229,405096.5425,0,3,Low,5,L-305,2,L-305-2,,17'3,17,3,17.25,5.2578,20'6,20,6,20.5,6.2484,0.841463415,556082.186,556082.111,405091.3041,405097.5294
485,556082.1189,405096.8714,1,3,Low,5,L-305,2,L-305-2,,18'4,18,4,18.3333,5.588,20'6,20,6,20.5,6.2484,0.894308943,556082.186,556082.111,405091.3041,405097.5294
486,556082.1144,405097.251,1,3,Low,5,L-305,2,L-305-2,,19'7,19,7,19.5833,5.969,20'6,20,6,20.5,6.2484,0.955284553,556082.186,556082.111,405091.3041,405097.5294
487,556082.673,405093.4813,0,3,Low,5,L-305,3,L-305-3,,7'3,7,3,7.25,2.2098,20'6,20,6,20.5,6.2484,0.353658537,556082.727,556082.5744,405091.2771,405097.5097
488,556082.611,405096.0149,1,3,Low,5,L-305,3,L-305-3,,15'7,15,7,15.5833,4.7498,20'6,20,6,20.5,6.2484,0.760162602,556082.727,556082.5744,405091.2771,405097.5097
489,556100.0626,405094.2509,1,3,Low,5,L-315,1,L-315-1,,10'8,10,8,10.6667,3.2512,20'9,20,9,20.75,6.3246,0.514056225,556100.1064,556100.0211,405091.0513,405097.2755
490,556100.0396,405095.9257,1,3,Low,5,L-315,1,L-315-1,,16'3,16,3,16.25,4.953,20'9,20,9,20.75,6.3246,0.78313253,556100.1064,556100.0211,405091.0513,405097.2755
491,556100.536,405094.1935,0,3,Low,5,L-315,2,L-315-2,,10'6,10,6,10.5,3.2004,20'9,20,9,20.75,6.3246,0.506024096,556100.5897,556100.4836,405091.0395,405097.2724
492,556101.0556,405091.5567,0,3,Low,5,L-315,3,L-315-3,,1'8,1,8,1.6667,0.508,20'8,20,8,20.6667,6.2992,0.080645161,556101.065,556100.9485,405091.0555,405097.2705
493,556101.0542,405091.6319,1,3,Low,5,L-315,3,L-315-3,,1'11,1,11,1.9167,0.5842,20'8,20,8,20.6667,6.2992,0.092741935,556101.065,556100.9485,405091.0555,405097.2705
494,556100.9579,405096.7693,1,3,Low,5,L-315,3,L-315-3,,19'0,19,0,19,5.7912,20'8,20,8,20.6667,6.2992,0.919354839,556101.065,556100.9485,405091.0555,405097.2705
495,556099.96,405100.901,1,2,Low,5,L-215,1,L-215-1,,0'9,0,9,0.75,0.2286,20'8,20,8,20.6667,6.2992,0.036290323,556099.9608,556099.9382,405100.6772,405106.8451
496,556099.9573,405101.6223,1,2,Low,5,L-215,1,L-215-1,,3'2,3,2,3.1667,0.9652,20'8,20,8,20.6667,6.2992,0.153225806,556099.9608,556099.9382,405100.6772,405106.8451
497,556099.9481,405104.1342,1,2,Low,5,L-215,1,L-215-1,,11'7,11,7,11.5833,3.5306,20'8,20,8,20.6667,6.2992,0.560483871,556099.9608,556099.9382,405100.6772,405106.8451
498,556100.4621,405103.865,1,2,Low,5,L-215,2,L-215-2,,10'7,10,7,10.5833,3.2258,20'7,20,7,20.5833,6.2738,0.51417004,556100.4856,556100.4398,405100.688,405106.8668
499,556100.4591,405104.2652,1,2,Low,5,L-215,2,L-215-2,,11'11,11,11,11.9167,3.6322,20'7,20,7,20.5833,6.2738,0.578947368,556100.4856,556100.4398,405100.688,405106.8668
500,556100.4556,405104.7405,1,2,Low,5,L-215,2,L-215-2,,13'6,13,6,13.5,4.1148,20'7,20,7,20.5833,6.2738,0.655870445,556100.4856,556100.4398,405100.688,405106.8668
501,556100.4537,405104.9906,1,2,Low,5,L-215,2,L-215-2,,14'4,14,4,14.3333,4.3688,20'7,20,7,20.5833,6.2738,0.696356275,556100.4856,556100.4398,405100.688,405106.8668
502,556100.4468,405105.9162,0,2,Low,5,L-215,2,L-215-2,,17'5,17,5,17.4167,5.3086,20'7,20,7,20.5833,6.2738,0.846153846,556100.4856,556100.4398,405100.688,405106.8668
503,556100.4439,405106.3165,0,2,Low,5,L-215,2,L-215-2,,18'9,18,9,18.75,5.715,20'7,20,7,20.5833,6.2738,0.910931174,556100.4856,556100.4398,405100.688,405106.8668
504,556100.4422,405106.5416,0,2,Low,5,L-215,2,L-215-2,,19'6,19,6,19.5,5.9436,20'7,20,7,20.5833,6.2738,0.947368421,556100.4856,556100.4398,405100.688,405106.8668
505,556100.9337,405103.2972,0,2,Low,5,L-215,3,L-215-3,,8'8,8,8,8.6667,2.6416,20'5,20,5,20.4167,6.223,0.424489796,556100.9473,556100.9153,405100.6871,405106.836
506,556100.9311,405103.7992,1,2,Low,5,L-215,3,L-215-3,,10'4,10,4,10.3333,3.1496,20'5,20,5,20.4167,6.223,0.506122449,556100.9473,556100.9153,405100.6871,405106.836
507,556100.9295,405104.1004,0,2,Low,5,L-215,3,L-215-3,,11'4,11,4,11.3333,3.4544,20'5,20,5,20.4167,6.223,0.555102041,556100.9473,556100.9153,405100.6871,405106.836
508,556100.9255,405104.8784,1,2,Low,5,L-215,3,L-215-3,,13'11,13,11,13.9167,4.2418,20'5,20,5,20.4167,6.223,0.681632653,556100.9473,556100.9153,405100.6871,405106.836
509,556100.9182,405106.2839,0,2,Low,5,L-215,3,L-215-3,,18'7,18,7,18.5833,5.6642,20'5,20,5,20.4167,6.223,0.910204082,556100.9473,556100.9153,405100.6871,405106.836
511,556076.2677,405101.3729,1,2,Low,2,L-202,1,L-202-1,,0'9,0,9,0.75,0.2286,20'2,20,2,20.1667,6.1468,0.037190083,556076.2692,556076.2287,405101.1473,405107.2127
512,556076.2583,405102.7764,0,2,Low,2,L-202,1,L-202-1,,5'5,5,5,5.4167,1.651,20'2,20,2,20.1667,6.1468,0.268595041,556076.2692,556076.2287,405101.1473,405107.2127
513,556076.2501,405104.0046,0,2,Low,2,L-202,1,L-202-1,,9'6,9,6,9.5,2.8956,20'2,20,2,20.1667,6.1468,0.47107438,556076.2692,556076.2287,405101.1473,405107.2127
514,556076.2434,405105.0071,0,2,Low,2,L-202,1,L-202-1,,12'10,12,10,12.8333,3.9116,20'2,20,2,20.1667,6.1468,0.636363636,556076.2692,556076.2287,405101.1473,405107.2127
515,556077.3076,405102.88,0,2,Low,2,L-202,3,L-202-3,,5'11,5,11,5.9167,1.8034,20'4,20,4,20.3333,6.1976,0.290983607,556077.3304,556077.2522,405101.1064,405107.2017
516,556077.2807,405104.9784,1,2,Low,2,L-202,3,L-202-3,,12'11,12,11,12.9167,3.937,20'4,20,4,20.3333,6.1976,0.635245902,556077.3304,556077.2522,405101.1064,405107.2017
517,556077.266,405106.1275,0,2,Low,2,L-202,3,L-202-3,,16'9,16,9,16.75,5.1054,20'4,20,4,20.3333,6.1976,0.823770492,556077.3304,556077.2522,405101.1064,405107.2017
518,556070.5382,405102.2766,0,2,High,7,H-217,1,H-217-1,,3'4,3,4,3.3333,1.016,20'2,20,2,20.1667,6.1468,0.165289256,556070.5407,556070.5254,405101.2836,405107.2914
519,556070.5379,405102.3759,1,2,High,7,H-217,1,H-217-1,,3'8,3,8,3.6667,1.1176,20'2,20,2,20.1667,6.1468,0.181818182,556070.5407,556070.5254,405101.2836,405107.2914
520,556070.5377,405102.4504,1,2,High,7,H-217,1,H-217-1,,3'11,3,11,3.9167,1.1938,20'2,20,2,20.1667,6.1468,0.194214876,556070.5407,556070.5254,405101.2836,405107.2914
521,556070.537,405102.7235,0,2,High,7,H-217,1,H-217-1,,4'10,4,10,4.8333,1.4732,20'2,20,2,20.1667,6.1468,0.239669421,556070.5407,556070.5254,405101.2836,405107.2914
522,556070.5363,405103.0214,0,2,High,7,H-217,1,H-217-1,,5'10,5,10,5.8333,1.778,20'2,20,2,20.1667,6.1468,0.289256198,556070.5407,556070.5254,405101.2836,405107.2914
523,556070.5355,405103.3193,1,2,High,7,H-217,1,H-217-1,,6'10,6,10,6.8333,2.0828,20'2,20,2,20.1667,6.1468,0.338842975,556070.5407,556070.5254,405101.2836,405107.2914
524,556070.534,405103.9151,1,2,High,7,H-217,1,H-217-1,,8'10,8,10,8.8333,2.6924,20'2,20,2,20.1667,6.1468,0.438016529,556070.5407,556070.5254,405101.2836,405107.2914
525,556070.5339,405103.9648,0,2,High,7,H-217,1,H-217-1,,9'0,9,0,9,2.7432,20'2,20,2,20.1667,6.1468,0.446280992,556070.5407,556070.5254,405101.2836,405107.2914
526,556070.5269,405106.6956,1,2,High,7,H-217,1,H-217-1,,18'2,18,2,18.1667,5.5372,20'2,20,2,20.1667,6.1468,0.900826446,556070.5407,556070.5254,405101.2836,405107.2914
527,556071.0904,405103.659,0,2,High,7,H-217,2,H-217-2,,8'0,8,0,8,2.4384,20'2,20,2,20.1667,6.1468,0.396694215,556071.0993,556071.0769,405101.2788,405107.2789
528,556071.0885,405104.1797,0,2,High,7,H-217,2,H-217-2,,9'9,9,9,9.75,2.9718,20'2,20,2,20.1667,6.1468,0.483471074,556071.0993,556071.0769,405101.2788,405107.2789
529,556071.6025,405101.6236,0,2,High,7,H-217,3,H-217-3,,1'2,1,2,1.1667,0.3556,20'3,20,3,20.25,6.1722,0.057613169,556071.605,556071.5618,405101.2783,405107.2716
530,556071.6006,405101.8949,1,2,High,7,H-217,3,H-217-3,,2'1,2,1,2.0833,0.635,20'3,20,3,20.25,6.1722,0.102880658,556071.605,556071.5618,405101.2783,405107.2716
531,556071.5911,405103.2021,0,2,High,7,H-217,3,H-217-3,,6'6,6,6,6.5,1.9812,20'3,20,3,20.25,6.1722,0.320987654,556071.605,556071.5618,405101.2783,405107.2716
532,556071.5885,405103.572,1,2,High,7,H-217,3,H-217-3,,7'9,7,9,7.75,2.3622,20'3,20,3,20.25,6.1722,0.382716049,556071.605,556071.5618,405101.2783,405107.2716
533,556071.5828,405104.3613,0,2,High,7,H-217,3,H-217-3,,10'5,10,5,10.4167,3.175,20'3,20,3,20.25,6.1722,0.514403292,556071.605,556071.5618,405101.2783,405107.2716
534,556052.4432,405101.4527,1,2,High,7,H-207,1,H-207-1,,0'6,0,6,0.5,0.1524,20'11,20,11,20.9167,6.3754,0.023904382,556052.4424,556052.4767,405101.3022,405107.5969
535,556052.444,405101.6031,1,2,High,7,H-207,1,H-207-1,,1'0,1,0,1,0.3048,20'11,20,11,20.9167,6.3754,0.047808765,556052.4424,556052.4767,405101.3022,405107.5969
536,556052.4468,405102.1047,1,2,High,7,H-207,1,H-207-1,,2'8,2,8,2.6667,0.8128,20'11,20,11,20.9167,6.3754,0.12749004,556052.4424,556052.4767,405101.3022,405107.5969
537,556052.4532,405103.2834,0,2,High,7,H-207,1,H-207-1,,6'7,6,7,6.5833,2.0066,20'11,20,11,20.9167,6.3754,0.314741036,556052.4424,556052.4767,405101.3022,405107.5969
538,556052.4587,405104.2865,0,2,High,7,H-207,1,H-207-1,,9'11,9,11,9.9167,3.0226,20'11,20,11,20.9167,6.3754,0.474103586,556052.4424,556052.4767,405101.3022,405107.5969
539,556052.4634,405105.1643,1,2,High,7,H-207,1,H-207-1,,12'10,12,10,12.8333,3.9116,20'11,20,11,20.9167,6.3754,0.613545817,556052.4424,556052.4767,405101.3022,405107.5969
540,556052.9668,405102.111,1,2,High,7,H-207,2,H-207-2,,2'8,2,8,2.6667,0.8128,20'11,20,11,20.9167,6.3754,0.12749004,556052.9705,556052.9416,405101.3085,405107.6028
541,556052.9676,405101.9354,1,2,High,7,H-207,2,H-207-2,,2'1,2,1,2.0833,0.635,20'11,20,11,20.9167,6.3754,0.099601594,556052.9705,556052.9416,405101.3085,405107.6028
